"doffin_referanse";"navn";"publisert_av";"kunngjoring_type";"kunngjoring_dato";"tilbudsfrist_dato";"lenke";"cpv";"estimert_totalverdi";"kunngjort_uke";"kunngjort_år";"fristlengde";"kunngjort_ukedag"
"2022-318532";"Anskaffelse Lønnssystem";"Romerike Avfallsforedling IKS";"Kunngjøring av konkurranse";"2022-02-26";"2022-04-01";"/Notice/Details/2022-318532";"72268000";NA;"9";"2022";"34";"lør\."
"2022-374265";"(2022-100) Arkitekttjenester, rammeavtale";"Øvre Romerike Innkjøpssamarbeid";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-374265";"71200000";NA;"9";"2022";"33";"lør\."
"2022-362470";"Automatisk innsamling av selskapers ESG data - Kvalifikasjonsfase";"NORGES BANK";"Kunngjøring av konkurranse";"2022-02-26";"2022-04-01";"/Notice/Details/2022-362470";"72000000";"250000000";"9";"2022";"34";"lør\."
"2022-357042";"9352 Bergen 2022-2027";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-26";"2022-04-07";"/Notice/Details/2022-357042";"65320000";"1500000000";"9";"2022";"40";"lør\."
"2022-331350";"Service, reparasjon og kontroll av olje- og elektrokjel";"Bærum kommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-04-04";"/Notice/Details/2022-331350";"50531100";"23000000";"9";"2022";"37";"lør\."
"2022-303220";"Rammeavtale geoteknikk og ingeniørgeologi";"Melhus kommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-29";"/Notice/Details/2022-303220";"71300000";"120000000";"9";"2022";"31";"lør\."
"2022-312244";"Utlysning asfaltkontrakter 2022 runde 2 Øst";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-24";"/Notice/Details/2022-312244";"45000000";NA;"9";"2022";"26";"lør\."
"2022-322438";"Utførelsesentreprise bussveien - Nådlandsbråtet - Hans og Grete stien";"Rogaland Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-322438";"45233120";NA;"9";"2022";"33";"lør\."
"2022-389759";"Brøyting av rode Kvaløyvågen, Trondjord og Risvika - veger og uterom";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-389759";"77314000";NA;"9";"2022";"33";"lør\."
"2022-360067";"Rammeavtale Kjøp av Lagring: Fil basert lagring og tilhørende tjenester";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-360067";"72317000";"200000000";"9";"2022";"33";"lør\."
"2022-300477";"Rammeavtale Kjøp av Lagring: Objekt basert lagring og tilhørende tjenester";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-30";"/Notice/Details/2022-300477";"72317000";"200000000";"9";"2022";"32";"lør\."
"2022-394826";"Anskaffelse av vedlikeholdsavtale på Avaya Aura, inkludert kompletteringskjøp av IP-telefoniutstyr, for levering til Helse Vest IKT AS";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-26";"2022-04-01";"/Notice/Details/2022-394826";"72267100";NA;"9";"2022";"34";"lør\."
"2022-317371";"Bioposer - Rammeavtale";"Narvik kommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-317371";"19640000";NA;"9";"2022";"33";"lør\."
"2022-307041";"Brøyting av rode Tønsvika veg og VA-anlegg";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-31";"/Notice/Details/2022-307041";"90620000";NA;"9";"2022";"33";"lør\."
"2022-324381";"SA Avbruttsfri strømforsyning (UPS)";"Universitetet i Oslo";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-30";"/Notice/Details/2022-324381";"50711000";NA;"9";"2022";"32";"lør\."
"2022-330590";"22/4215 - Modulkurs sveise,- platearbeider,- og industrirørleggerfaget";"NAV Tiltak Rogaland";"Kunngjøring av konkurranse";"2022-02-26";"2022-03-28";"/Notice/Details/2022-330590";"80590000";"340500000";"9";"2022";"30";"lør\."
"2022-361527";"Kjøp av 6 rammestyrte dumpere, i vektklasse rundt 20 tonn.";"Landslinjeskolene med anleggsfag.";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-361527";"34142300";"140000000";"8";"2022";"21";"fre\."
"2022-362144";"Rammeavtaler for leie av buss til forsvarssektoren";"Forsvaret v/Forsvarets logistikkorganisasjon";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-08";"/Notice/Details/2022-362144";"60172000";"2500000000";"8";"2022";"42";"fre\."
"2022-308196";"Renholdstjenester";"Asker kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-20";"/Notice/Details/2022-308196";"90900000";NA;"8";"2022";"54";"fre\."
"2022-398326";"Byggmestertjenester med tilhørende materiell";"Ringsaker kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-398326";"45422000";"800000000";"8";"2022";"32";"fre\."
"2022-385939";"GRE123 Industriell Varmepumpe";"Rambøll Norge AS (hovedenhet)";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-25";"/Notice/Details/2022-385939";"45350000";"80000000";"8";"2022";"28";"fre\."
"2022-308999";"Ølen vgs. Klimaskall Del entreprise 3. Solavskjerming";"Rogaland Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-308999";"45421143";NA;"8";"2022";"31";"fre\."
"2022-354705";"Ølen vgs - klimaskall Del entreprise 2.Glassarbeider";"Rogaland Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-354705";"45441000";"370000000";"8";"2022";"31";"fre\."
"2022-311593";"Ølen vgs - klimaskall - Del entreprise 1. Bygningsmessige arbeider";"Rogaland Fylkeskommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-311593";"45000000";"370000000";"8";"2022";"31";"fre\."
"2022-305451";"ANSK-22-0338 Bistand til publisering av spørreundersøkelser";"UNIVERSITETET I BERGEN";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-11";"/Notice/Details/2022-305451";"72000000";NA;"8";"2022";"14";"fre\."
"2022-353664";"Anskaffelse av avfallstjenester for Rana kommune";"Rana Kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-01";"/Notice/Details/2022-353664";"90500000";"200000000";"8";"2022";"35";"fre\."
"2022-308024";"REHABILITERING AV IDRETTSGULV VESTFOSSEN FLERBRUKSHALL";"Øvre Eiker kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-308024";"45212225";"20000000";"8";"2022";"31";"fre\."
"2022-391857";"Kyrkjevegen bru";"Sandnes kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-31";"/Notice/Details/2022-391857";"45221100";"20000000";"8";"2022";"34";"fre\."
"2022-310703";"Rammeavtale - Teknisk rådgiver ITB-ansvarlig";"Agder fylkeskommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-31";"/Notice/Details/2022-310703";"71300000";"60000000";"8";"2022";"34";"fre\."
"2022-385301";"Slangevasker til Glåmdal brannvesen IKS (GBI)";"Kongsvinger Kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-16";"/Notice/Details/2022-385301";"42716110";"11000000";"8";"2022";"19";"fre\."
"2022-303456";"Prosjektarbeid med sertifisering (AMO) - Oslo";"ARBEIDS- OG VELFERDSETATEN";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-303456";"80590000";"100000000";"8";"2022";"31";"fre\."
"2022-355049";"Utstyr for kjøretøydiagnose og kalibrering av førerassistentsystemer";"INNLANDET FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-355049";"34328000";"16500000";"8";"2022";"32";"fre\."
"2022-367611";"El.bil som undervisningsmodell";"INNLANDET FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-08";"/Notice/Details/2022-367611";"34144900";"18500000";"8";"2022";"42";"fre\."
"2022-319606";"Laser URO Steinknusing - HMR Kristiansund Sjukehus og St.Olavs Hospital";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-04";"/Notice/Details/2022-319606";"33100000";NA;"8";"2022";"38";"fre\."
"2022-348122";"CNC-styrt Plasmaskjæremaskin med vannbord";"INNLANDET FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-348122";"42637300";"16500000";"8";"2022";"32";"fre\."
"2022-387772";"21/02942 - Anskaffelse av regional overvåking av lakselus på vill laksefisk for Havforskningsinstituttet";"Havforskningsinstituttet";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-01";"/Notice/Details/2022-387772";"90711500";NA;"8";"2022";"35";"fre\."
"2022-359101";"Ulsnestangen - Toalettbygg";"Gran Kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-359101";"44211000";"13000000";"8";"2022";"21";"fre\."
"2022-312554";"Forvaltning, administrasjon og rådgivning programvarelisenser - rammeavtale";"GKI Grenlandskommunenes Innkjøpsenhet";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-31";"/Notice/Details/2022-312554";"72000000";NA;"8";"2022";"34";"fre\."
"2022-367852";"Rammeavtale Kjøp av Lagring: Blokk basert lagring og tilhørende tjenester";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-367852";"72317000";"120000000";"8";"2022";"32";"fre\."
"2022-358515";"Drift av Geiranger cruiseterminal og Hellesylt cruisekai";"Stranda kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-358515";"63721200";NA;"8";"2022";"21";"fre\."
"2022-362211";"Strømateriale, bedding til smågnagere til OUS HF";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-08";"/Notice/Details/2022-362211";"03410000";NA;"8";"2022";"42";"fre\."
"2022-325685";"Rammeavtale - konsulenttjenester innenfor strategi og kommunikasjonskompetanse";"Oslo kommune v/ Helseetaten";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-11";"/Notice/Details/2022-325685";"79410000";"12000000";"8";"2022";"14";"fre\."
"2022-390692";"Bygningsmessig og teknisk oppgradering ved Helligvær skole";"Bodø kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-07";"/Notice/Details/2022-390692";"45422000";NA;"8";"2022";"41";"fre\."
"2022-379633";"Formerking Vestland 2022";"Vestland fylkeskommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-15";"/Notice/Details/2022-379633";"45233221";NA;"8";"2022";"18";"fre\."
"2022-366897";"22/00595 - Anskaffelse av verkstedtjenester for dokking og gjennomføring av reparasjons-, vedlikeholds- og utbedringsarbeider på """"Kronprins Haakon""""";"Havforskningsinstituttet";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-366897";"50241000";NA;"8";"2022";"32";"fre\."
"2022-346806";"21742 Innkjøp lekeapparater";"Alstahaug Kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-25";"/Notice/Details/2022-346806";"37535200";"10250000";"8";"2022";"28";"fre\."
"2022-336051";"Intensivsenger til Postoperativ- Intensivavdelingen RH";"Oslo Universitetssykehus HF (hovedenhet)";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-22";"/Notice/Details/2022-336051";"33192130";NA;"8";"2022";"25";"fre\."
"2022-367842";"Vedlikehold og supplering av kantinekjøkken";"Norsk Tipping AS";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-16";"/Notice/Details/2022-367842";"50882000";NA;"8";"2022";"19";"fre\."
"2022-344454";"Konsulentbistand til utvikling av kvalitetssystem (eQMS) og Design kontroll";"Universitetet i Oslo";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-344454";"73000000";NA;"8";"2022";"21";"fre\."
"2022-301686";"Publiseringsløsning og etablering av dibk.no og intranett";"Direktoratet for byggkvalitet";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-14";"/Notice/Details/2022-301686";"72413000";NA;"8";"2022";"17";"fre\."
"2022-364218";"Oppdrag byggeleder Svillebytte SPOT Nordlandsbanen";"Bane NOR SF";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-17";"/Notice/Details/2022-364218";"71540000";NA;"8";"2022";"20";"fre\."
"2022-353922";"NOR002-2022 Tømrartenester - parallell rammeavtale";"Bjørnafjorden kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-353922";"45422000";"400000000";"8";"2022";"21";"fre\."
"2022-370418";"EØS 003-2022 Rammeavtaler hvitevarer, brunevarer, småelektrisk utstyr - to delkonkurranser";"Bergen kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-04-20";"/Notice/Details/2022-370418";"39710000";"520000000";"8";"2022";"54";"fre\."
"2022-361381";"Automatisert elektroforesesystem og tilhørende utstyrsavhengig forbruksmateriell for levering til Helse Bergen HF og Helse Stavanger HF";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-29";"/Notice/Details/2022-361381";"38000000";NA;"8";"2022";"32";"fre\."
"2022-319236";"Asfaltarbeider Drift og vedlikehold nord 2022 – Tilbudsrunde 2";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-24";"/Notice/Details/2022-319236";"45000000";NA;"8";"2022";"27";"fre\."
"2022-340282";"Catering - Hålogalandsveien";"UiT Norges arktiske universitet";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-10";"/Notice/Details/2022-340282";"55520000";NA;"8";"2022";"13";"fre\."
"2022-344075";"KK - Enkeltanskaffelse - Lastebil C1 med kran og tipp, 2. utl.";"Kristiansund kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-11";"/Notice/Details/2022-344075";"34134200";"10600000";"8";"2022";"14";"fre\."
"2022-353942";"Smarte avfallscontainere";"Sandefjord Kommune";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-31";"/Notice/Details/2022-353942";"44613700";NA;"8";"2022";"34";"fre\."
"2022-348106";"Forsvarsbygg, region øst - Montering av utvendig solskjerming på Terningmoen";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-18";"/Notice/Details/2022-348106";"45421144";NA;"8";"2022";"21";"fre\."
"2022-396714";"ERP-system for 7 kommuner";"Nord-Troms kommunene innkjøpstjeneste";"Kunngjøring av konkurranse";"2022-02-25";"2022-03-28";"/Notice/Details/2022-396714";"72212400";NA;"8";"2022";"31";"fre\."
"2022-321465";"Kjøp Kanalpresse for papir, papp og plast mv";"Volda og Ørsta Reinhaldsverk IKS";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-30";"/Notice/Details/2022-321465";"42636000";NA;"8";"2022";"34";"tor\."
"2022-373358";"TY-22-02 Ombygging av Tjønnmosenteret - Prekvalifisering";"Tynset kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-28";"/Notice/Details/2022-373358";"45000000";NA;"8";"2022";"32";"tor\."
"2022-338388";"Rammeavtale - Tepper og gulvbelegg";"NORGES BANK";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-28";"/Notice/Details/2022-338388";"44112200";"120000000";"8";"2022";"32";"tor\."
"2022-334530";"Ny ungdomsskole på Frakkagjerd - FUS";"Tysvær Kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-04-20";"/Notice/Details/2022-334530";"45214200";NA;"8";"2022";"55";"tor\."
"2022-307087";"Konkurranse - Digitale politikerløsninger til Gran kommune";"Gran Kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-09";"/Notice/Details/2022-307087";"72230000";NA;"8";"2022";"13";"tor\."
"2022-338580";"04129 Tjodalyng barneskole - D bygg, 63-del - 22/272";"Larvik kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-22";"/Notice/Details/2022-338580";"45214200";NA;"8";"2022";"26";"tor\."
"2022-330104";"04138 Yttersjølia sykehjem - nedgravde avfallsbeholdere - 22/1681";"Larvik kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-14";"/Notice/Details/2022-330104";"45222110";NA;"8";"2022";"18";"tor\."
"2022-326103";"CBCT-OPG m/Cephalostat Ålesund-HMR";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-02-24";"2022-04-01";"/Notice/Details/2022-326103";"33111500";NA;"8";"2022";"36";"tor\."
"2022-380465";"Sanering av VA anlegg i Mjøndalen";"DRAMMEN KOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-25";"/Notice/Details/2022-380465";"45231300";NA;"8";"2022";"29";"tor\."
"2022-328981";"Spylebil";"Bodø kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-23";"/Notice/Details/2022-328981";"34144410";"45000000";"8";"2022";"27";"tor\."
"2022-380137";"Ansk_DNT_LYS_22.1 - RØRLEGE LYSKASTARAR, HØGT SIDELYS HOVUDSCENEN";"Det Norske Teatret";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-11";"/Notice/Details/2022-380137";"31500000";"13500000";"8";"2022";"15";"tor\."
"2022-392474";"Lednings- og veifornyelse, Nedre Myrvei";"Hammerfest Kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-21";"/Notice/Details/2022-392474";"45230000";NA;"8";"2022";"25";"tor\."
"2022-370244";"Anskaffelse av bygg- og anleggstjenester i Nærmiljøanlegg i Iladalen park 2022 i Bydel Sagene";"Oslo kommune v/ Bydel Sagene";"Kunngjøring av konkurranse";"2022-02-24";"2022-04-21";"/Notice/Details/2022-370244";"45000000";"28000000";"8";"2022";"56";"tor\."
"2022-320420";"Konkurranse på asfaltlegging 2022 på fylkesveg 8290 Grovfjord";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-04-07";"/Notice/Details/2022-320420";"45233222";NA;"8";"2022";"42";"tor\."
"2022-399488";"22/93 Tester i forbindelse med rekruttering og lederutvikling";"NAV Tiltak Rogaland";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-22";"/Notice/Details/2022-399488";"79635000";"12600000";"8";"2022";"26";"tor\."
"2022-336550";"Faglig oppfølging av mobbeombudsordningen";"Utdanningsdirektoratet";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-25";"/Notice/Details/2022-336550";"85310000";NA;"8";"2022";"29";"tor\."
"2022-398874";"Konkurranse på asfaltlegging 2022 på fylkesveger i Øst-Finnmark";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-31";"/Notice/Details/2022-398874";"45233222";NA;"8";"2022";"35";"tor\."
"2022-393377";"Konkurranse på asfaltlegging 2022 på fylkesveger i Tromsø";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-31";"/Notice/Details/2022-393377";"45233222";NA;"8";"2022";"35";"tor\."
"2022-337548";"Konkurranse på asfaltlegging 2022 på fylkesveger i Senja";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-31";"/Notice/Details/2022-337548";"45233222";NA;"8";"2022";"35";"tor\."
"2022-312262";"Konkurranse på asfaltlegging 2022 på fylkesveger i Sør-Troms";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-31";"/Notice/Details/2022-312262";"45233222";NA;"8";"2022";"35";"tor\."
"2022-366424";"2022/931 - Prosjekt 1148703 NTNU Campussamling - Prosjektleder prosjektering teknikk";"STATSBYGG";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-29";"/Notice/Details/2022-366424";"71320000";NA;"8";"2022";"33";"tor\."
"2022-354423";"Samspillsentreprise Brannfjellveien og Ekebergveien";"Oslo kommune v/ Vann- og avløpsetaten";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-28";"/Notice/Details/2022-354423";"45231300";NA;"8";"2022";"32";"tor\."
"2022-323492";"Boligleir Kårstø";"Equinor Energy AS";"Kunngjøring av konkurranse";"2022-02-24";NA;"/Notice/Details/2022-323492";"45200000";NA;"8";"2022";NA;"tor\."
"2022-348301";"Rammeavtale - konsulentbistand, nordiske workshop/webinarer og sirkulær økonomi";"Miljødirektoratet";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-15";"/Notice/Details/2022-348301";"90700000";"42000000";"8";"2022";"19";"tor\."
"2022-325397";"Arbeidsreiser for personer med nedsatt funksjonsevne";"Stavanger kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-28";"/Notice/Details/2022-325397";"60170000";"120000000";"8";"2022";"32";"tor\."
"2022-308429";"Overordnet SD-anlegg";"Kragerø Kommune";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-17";"/Notice/Details/2022-308429";"51900000";"7000000";"8";"2022";"21";"tor\."
"2022-337538";"Digitale undervisningstjenester til forkurs";"Høgskulen på Vestlandet";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-28";"/Notice/Details/2022-337538";"80500000";NA;"8";"2022";"32";"tor\."
"2022-387500";"Prekvalifisering rammeavtale: Brannvernsbekledning og kroppsnært undertøy, varmt klima";"Forsvaret v/Forsvarets logistikkorganisasjon";"Kunngjøring av konkurranse";"2022-02-24";"2022-03-25";"/Notice/Details/2022-387500";"18100000";"750000000";"8";"2022";"29";"tor\."
